【超清】,#genre#
山西少儿,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/cnr/sxshaoer/600/index.m3u8?&encrypt=
山西黄河,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/cnr/sxhuanghe/350/index.m3u8?&encrypt=
山西黄河,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/cnr/sxhuanghe/600/index.m3u8?&encrypt=
中国黄河,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/cnr/zghuanghe/350/index.m3u8?&encrypt=
中国黄河,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/cnr/zghuanghe/600/index.m3u8?&encrypt=
湖北恩施新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/cnr/enshixinwen/350/index.m3u8?&encrypt=
湖北恩施新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/cnr/enshixinwen/600/index.m3u8?&encrypt=
湖北恩施公共,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/cnr/enshigonggong/350/index.m3u8?&encrypt=
湖北恩施公共,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/cnr/enshigonggong/600/index.m3u8?&encrypt=
湖北长阳综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/cnr/cyzonghe/350/index.m3u8?&encrypt=
湖北长阳综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/cnr/cyzonghe/600/index.m3u8?&encrypt=
湖北孝感公共,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/cnr/xiaogangonggong/350/index.m3u8?&encrypt=
湖北孝感公共,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/cnr/xiaogangonggong/600/index.m3u8?&encrypt=
江苏城市,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/jschengshi/350/index.m3u8?&encrypt=
江苏城市,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/jschengshi/600/index.m3u8?&encrypt=
江苏综艺,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/jszongyi/350/index.m3u8?&encrypt=
江苏综艺,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/jszongyi/600/index.m3u8?&encrypt=
江苏公共新闻,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/jsgonggong/350/index.m3u8?&encrypt=
江苏公共新闻,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/jsgonggong/600/index.m3u8?&encrypt=
江苏教育,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/jsjiaoyu/350/index.m3u8?&encrypt=
江苏教育,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/jsjiaoyu/600/index.m3u8?&encrypt=
江苏国际,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/jsguoji/350/index.m3u8?&encrypt=
江苏国际,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/jsguoji/600/index.m3u8?&encrypt=
江苏影视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/jsyingshi/350/index.m3u8?&encrypt=
江苏影视,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/jsyingshi/600/index.m3u8?&encrypt=
江苏体育休闲,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/jstiyu/350/index.m3u8?&encrypt=
江苏体育休闲,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/jstiyu/600/index.m3u8?&encrypt=
江苏学习,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/jsxuexi/350/index.m3u8?&encrypt=
江苏学习,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/jsxuexi/600/index.m3u8?&encrypt=
好享购物,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/hxgw/350/index.m3u8?&encrypt=
好享购物,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/hxgw/600/index.m3u8?&encrypt=
江苏靓妆,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/jsliangzhuang/350/index.m3u8?&encrypt=
江苏靓妆,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/jsliangzhuang/600/index.m3u8?&encrypt=
江苏卫视优漫卡通,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/ymkt/350/index.m3u8?&encrypt=
江苏卫视优漫卡通,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/ymkt/600/index.m3u8?&encrypt=
江苏无锡新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/wxxinwenzonghe/350/index.m3u8?&encrypt=
江苏无锡新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/wxxinwenzonghe/600/index.m3u8?&encrypt=
江苏常州新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/czxinwenzonghe/350/index.m3u8?&encrypt=
江苏常州新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/czxinwenzonghe/600/index.m3u8?&encrypt=
江苏扬州新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/yzxinwenzonghe/350/index.m3u8?&encrypt=
江苏扬州新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/yzxinwenzonghe/600/index.m3u8?&encrypt=
江苏苏州新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/szxinwenzonghe/350/index.m3u8?&encrypt=
江苏苏州新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/szxinwenzonghe/600/index.m3u8?&encrypt=
江苏泰州新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/tzxinwenzonghe/350/index.m3u8?&encrypt=
江苏泰州新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/tzxinwenzonghe/600/index.m3u8?&encrypt=
江苏盐城新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/ycxinwenzonghe/350/index.m3u8?&encrypt=
江苏盐城新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/ycxinwenzonghe/600/index.m3u8?&encrypt=
江苏淮安新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/haxinwenzonghe/350/index.m3u8?&encrypt=
江苏淮安新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/haxinwenzonghe/600/index.m3u8?&encrypt=
江苏镇江新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/zjxinwenzonghe/350/index.m3u8?&encrypt=
江苏镇江新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/zjxinwenzonghe/600/index.m3u8?&encrypt=
江苏徐州新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/xzxinwenzonghe/350/index.m3u8?&encrypt=
江苏徐州新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/xzxinwenzonghe/600/index.m3u8?&encrypt=
江苏宿迁新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/sqxinwenzonghe/350/index.m3u8?&encrypt=
江苏宿迁新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/sqxinwenzonghe/600/index.m3u8?&encrypt=
江苏连云港新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/lygxinwenzonghe/350/index.m3u8?&encrypt=
江苏连云港新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/jstv/lygxinwenzonghe/600/index.m3u8?&encrypt=
浙江温州公共,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/2018/zhejiang/wenzhougonggong/1000/index.m3u8?&encrypt=
浙江温州新闻综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/2018/zhejiang/wenzhouxinwenzonghe/1000/index.m3u8?&encrypt=
浙江温州经济科教,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/2018/zhejiang/wenzhoujingjikeji/1000/index.m3u8?&encrypt=
浙江温州都市生活,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/2018/zhejiang/wenzhoudushishenghu/1000/index.m3u8?&encrypt=
广东体育,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/2018/nfmedia/gdty/350/index.m3u8?&encrypt=
广东体育,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/2018/nfmedia/gdty/1000/index.m3u8?&encrypt=
广东卫视嘉佳卡通,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/2018/nfmedia/jjkt/350/index.m3u8?&encrypt=
广东卫视嘉佳卡通,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/2018/nfmedia/jjkt/1000/index.m3u8?&encrypt=
青海果洛电视台,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/cnr/guoluotv/1000/index.m3u8?&encrypt=
四川威远综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/cnr/wyzh/1000/index.m3u8?&encrypt=
中国黄河电视台,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/cnr/zghuanghe/350/index.m3u8?&encrypt=
中国黄河电视台,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/cnr/zghuanghe/600/index.m3u8?&encrypt=
山西黄河电视台,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/cnr/sxhuanghe/350/index.m3u8?&encrypt=
山西黄河电视台,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/cnr/sxhuanghe/600/index.m3u8?&encrypt=

【普清剧场】,#genre#
黄金剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100172024/50/index.m3u8?&encrypt=
黄金剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100172024/75/index.m3u8?&encrypt=
军旅剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5100180303/50/index.m3u8?&encrypt=
军旅剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5100180303/75/index.m3u8?&encrypt=
抗战老片,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100179384/50/index.m3u8?&encrypt=
少林剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100179213/50/index.m3u8?&encrypt=
少林剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100179213/75/index.m3u8?&encrypt=
喜剧联盟,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5101097468/50/index.m3u8?&encrypt=
喜剧联盟,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5101097468/75/index.m3u8?&encrypt=
情感剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100179837/50/index.m3u8?&encrypt=
情感剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100179837/75/index.m3u8?&encrypt=
精英剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5102354627/50/index.m3u8?&encrypt=
精英剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5102354627/75/index.m3u8?&encrypt=
热剧联播,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/cctv/rejulianbo/350/index.m3u8?&encrypt=
热剧联播,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/cctv/rejulianbo/600/index.m3u8?&encrypt=
高清大片,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/cctv/gaoqingdapian/350/index.m3u8?&encrypt=
高清大片,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/cctv/gaoqingdapian/600/index.m3u8?&encrypt=
僵尸剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5100192783/50/index.m3u8?&encrypt=
僵尸剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5100192783/75/index.m3u8?&encrypt=
深夜失眠剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5100181674/50/index.m3u8?&encrypt=
深夜失眠剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5100181674/75/index.m3u8?&encrypt=
红色谍战剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5101079524/50/index.m3u8?&encrypt=
红色谍战剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5101079524/75/index.m3u8?&encrypt=
华视浪漫影院,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100172368/50/index.m3u8?&encrypt=
华视浪漫影院,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100172368/75/index.m3u8?&encrypt=
每日科幻电影,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100172731/50/index.m3u8?&encrypt=
每日科幻电影,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100172731/75/index.m3u8?&encrypt=
追剧少女,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-virtuallive5100002089-50/index.m3u8?&encrypt=
追剧少女,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-virtuallive5100002089-75/index.m3u8?&encrypt=
怀旧老片,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100074916/50/index.m3u8?&encrypt=
怀旧老片,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100074916/75/index.m3u8?&encrypt=
武侠剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/virtuallive/5101000755/50/index.m3u8?&encrypt=
武侠剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/virtuallive/5101000755/75/index.m3u8?&encrypt=
精品网剧,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/virtuallive/5101000751/50/index.m3u8?&encrypt=
精品网剧,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/virtuallive/5101000751/75/index.m3u8?&encrypt=
假期剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/virtuallive/5101000747/50/index.m3u8?&encrypt=
假期剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/virtuallive/5101000747/75/index.m3u8?&encrypt=
国际剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100179386/50/index.m3u8?&encrypt=
国际剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100179386/75/index.m3u8?&encrypt=
经典频道,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100179383/50/index.m3u8?&encrypt=
经典频道,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100179383/75/index.m3u8?&encrypt=
高分影院,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/virtuallive/5101000708/50/index.m3u8?&encrypt=
高分影院,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/virtuallive/5101000708/75/index.m3u8?&encrypt=
新片放映厅,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-virtuallive5100030975-50/index.m3u8?&encrypt=
新片放映厅,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-virtuallive5100030975-75/index.m3u8?&encrypt=
华视火爆劲片,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100168805/50/index.m3u8?&encrypt=
华视火爆劲片,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100168805/75/index.m3u8?&encrypt=
成龙作品集,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5102010211/50/index.m3u8?&encrypt=
成龙作品集,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5102010211/75/index.m3u8?&encrypt=
周星驰影院,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100144102/50/index.m3u8?&encrypt=
周星驰影院,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100144102/75/index.m3u8?&encrypt=
吴京作品集,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5100180867/50/index.m3u8?&encrypt=
吴京作品集,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5100180867/75/index.m3u8?&encrypt=
刘德华影院,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5102354855/50/index.m3u8?&encrypt=
刘德华影院,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5102354855/75/index.m3u8?&encrypt=
经典贺岁片,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5100181836/50/index.m3u8?&encrypt=
经典贺岁片,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5100181836/75/index.m3u8?&encrypt=
古天乐影院,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/virtuallive/5101000744/50/index.m3u8?&encrypt=
古天乐影院,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r1/virtuallive/5101000744/75/index.m3u8?&encrypt=
郭富城影院,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5102010220/50/index.m3u8?&encrypt=
郭富城影院,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5102010220/75/index.m3u8?&encrypt=
刘亦菲影视展播,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5102010221/50/index.m3u8?&encrypt=
刘亦菲影视展播,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5102010221/75/index.m3u8?&encrypt=
高圆圆影视展播,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-virtuallive5100002172-50/index.m3u8?&encrypt=
高圆圆影视展播,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-virtuallive5100002172-75/index.m3u8?&encrypt=
古力娜扎影视展播,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100170828/50/index.m3u8?&encrypt=
古力娜扎影视展播,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100170828/75/index.m3u8?&encrypt=
葛优作品集,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5102354660/50/index.m3u8?&encrypt=
葛优作品集,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5102354660/75/index.m3u8?&encrypt=
金庸频道,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5100181876/50/index.m3u8?&encrypt=
金庸频道,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5100181876/75/index.m3u8?&encrypt=
刘涛作品集,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100178547/50/index.m3u8?&encrypt=
刘涛作品集,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100178547/75/index.m3u8?&encrypt=
张国荣影院,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5102354727/50/index.m3u8?&encrypt=
张国荣影院,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5102354727/75/index.m3u8?&encrypt=
神探狄仁杰,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100179816/50/index.m3u8?&encrypt=
神探狄仁杰,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100179816/75/index.m3u8?&encrypt=
红楼剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100178536/50/index.m3u8?&encrypt=
红楼剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100178536/75/index.m3u8?&encrypt=
爱情公寓,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5100180868/50/index.m3u8?&encrypt=
爱情公寓,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5100180868/75/index.m3u8?&encrypt=
包青天,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100179054/50/index.m3u8?&encrypt=
包青天,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100179054/75/index.m3u8?&encrypt=
天龙八部集,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5100180869/50/index.m3u8?&encrypt=
天龙八部集,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5100180869/75/index.m3u8?&encrypt=
盗墓方法论,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100179159/50/index.m3u8?&encrypt=
盗墓方法论,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100179159/75/index.m3u8?&encrypt=

【普清综艺】,#genre#
咪咕24小时体育台,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/tysy201903/50/index.m3u8?&encrypt=
综艺现场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100074920/50/index.m3u8?&encrypt=
综艺现场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100074920/75/index.m3u8?&encrypt=
SNH48剧场公演,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-virtuallive5100002043-50/index.m3u8?&encrypt=
SNH48剧场公演,http://103.254.188.179/live.gq.miguvideo.com:8080/wd-virtuallive5100002043-75/index.m3u8?&encrypt=
抗战老片,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5100179384/75/index.m3u8?&encrypt=
超级飞侠,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5102010213/50/index.m3u8?&encrypt=
超级飞侠,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5102010213/75/index.m3u8?&encrypt=
小猪佩奇,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5102010216/50/index.m3u8?&encrypt=
小猪佩奇,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5102010216/75/index.m3u8?&encrypt=
快乐儿歌,http://103.254.188.179/live.gq.miguvideo.com:8080/migu/gunbo/5102439680/50/20190827/index.m3u8?&encrypt=
益智学堂,http://103.254.188.179/live.gq.miguvideo.com:8080/migu/gunbo/5102440005/50/20190827/index.m3u8?&encrypt=
梦幻童话,http://103.254.188.179/live.gq.miguvideo.com:8080/migu/gunbo/5102439963/50/20190827/index.m3u8?&encrypt=
英语启蒙,http://103.254.188.179/live.gq.miguvideo.com:8080/migu/gunbo/5102440001/50/20190827/index.m3u8?&encrypt=
BBC独家,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5101074616/50/index.m3u8?&encrypt=
BBC独家,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/virtuallive/5101074616/75/index.m3u8?&encrypt=
Discovery王牌节目展播,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5101098146/50/index.m3u8?&encrypt=
Discovery王牌节目展播,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r2/virtuallive/5101098146/75/index.m3u8?&encrypt=
CIBN电影综合,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/cnbn/cnbn450/350/index.m3u8?&encrypt=
CIBN电影综合,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/cnbn/cnbn711/1000/index.m3u8?&encrypt=
CIBN院线大片,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/peoplecn/yuanxiandapian/350/index.m3u8?&encrypt=
CIBN院线大片,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/peoplecn/yuanxiandapian/600/index.m3u8?&encrypt=
CIBN综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/peoplecn/xinqidian/350/index.m3u8?&encrypt=
CIBN综合,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/peoplecn/xinqidian/600/index.m3u8?&encrypt=
CIBN文旅中国,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/peoplecn/cibnlvyou/350/index.m3u8?&encrypt=
CIBN文旅中国,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/peoplecn/cibnlvyou/600/index.m3u8?&encrypt=
CIBN真人秀,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/peoplecn/cibnzhenrenxiu/350/index.m3u8?&encrypt=
CIBN真人秀,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/peoplecn/cibnzhenrenxiu/600/index.m3u8?&encrypt=
CIBN艺术院线,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/2018/peoplecn/cibnteadjpd/350/index.m3u8?&encrypt=
CIBN艺术院线,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/2018/peoplecn/cibnteadjpd/1000/index.m3u8?&encrypt=
CIBN纪录片,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/2018/peoplecn/cibnjlpd/350/index.m3u8?&encrypt=
CIBN纪录片,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/2018/peoplecn/cibnjlpd/1000/index.m3u8?&encrypt=
CIBN炫佳动漫,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/2018/peoplecn/cibndmpd/350/index.m3u8?&encrypt=
CIBN炫佳动漫,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/2018/peoplecn/cibndmpd/1000/index.m3u8?&encrypt=
CIBN童学世界,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/2018/peoplecn/cibnrbjc/350/index.m3u8?&encrypt=
CIBN童学世界,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/2018/peoplecn/cibnrbjc/1000/index.m3u8?&encrypt=
CIBN流金岁月,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/peoplecn/cibnshoucang/350/index.m3u8?&encrypt=
CIBN流金岁月,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/peoplecn/cibnshoucang/600/index.m3u8?&encrypt=
CIBN风尚运动,http://103.254.188.179/live.gq.miguvideo.com:8080/migu/kailu/cibnfsyd/50/20191029/index.m3u8?&encrypt=
CIBN经典剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/peoplecn/cibnjingdianjuchang/350/index.m3u8?&encrypt=
CIBN经典剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r3/peoplecn/cibnjingdianjuchang/600/index.m3u8?&encrypt=
CIBN斗牛财经,http://103.254.188.179/live.gq.miguvideo.com:8080/migu/kailu/cibndncj/50/20191029/index.m3u8?&encrypt=
CIBN微电影,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/peoplecn/cibnweimovie/350/index.m3u8?&encrypt=
CIBN微电影,http://103.254.188.179/live.gq.miguvideo.com:8080/wd_r4/peoplecn/cibnweimovie/600/index.m3u8?&encrypt=
CIBN骄阳剧场,http://103.254.188.179/live.gq.miguvideo.com:8080/ws_v/2018/cibnjdjc/cibnjdjc450/350/index.m3u8?&encrypt=
